product,review_title,review_rating,review_text
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,"Does not keep you warm but its light, stylish, high-quality and windbreaker-ish",4.0,"I bought this for my boyfriend.What i do like is the material its a wind breaker but its so smooth like, high quality material. The jacket is light but heavier than a windbreaker but i doubt you can feel the difference when you put it on. The zipper is so smooth too when you zip up and down. Doesn't make that nasty cheap zippers noise or stops you every inch. But I dont like how there's no patting or that criss cross patting to keep you warm like at least a little. I thought I bought a ""bomber jacket"" not a bomber jacket like that's a wind breaker. I will be keeping it though. Luckily I bought a bigger size on accident. I'll just have my boyfriend wear it over a hooded sweater."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,AMAZING JACKET,5.0,Looks exactly like the photo fits perfect excellent quality excellent zipper quality very happy with this purchase
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Good for the price,5.0,Jacket fit perfectly I’m 5’6 160 pounds and I got a small and it fits like I expected.
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Awesome for men and women!,5.0,I bought this because women’s jackets are overpriced and usually have sleeves that don’t reach my wrists. Freaking loooove this jacket. It’s simple and light. It’s very well made and would recommend to any gender!
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Cheap windbreaker,2.0,"First, it's just a windbreaker, not a jacket.  No insulation.  Fit and color are okay.  The zippers are cheap metal.  The main zipper is backwards for a man's jacket, better for a left-handed person.  The zippered pocket on the sleeve has the stitching coming loose after just three wearings, I'll have to mend it soon.  Next time I'll shop more carefully."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Wrong Gender Sent,3.0,"I ordered the Men's Jacket-Lightweight Casual Spring Jacket, but received a Women's Jacket-Lightweight Jacket. The jacket itself fit perfectly, with the exception of the zipping on the wrong side for me. In fact, I like the jacket so much that I will order another ""Men's Jacket-Lightweight Casual Spring Fall Flight Bomber Jacket"".  However, if I receive another women's jacket I will return the item."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,CHEAP QUALITY. DONT WASTE MONEY,1.0,The product has a very cheap quality. The zippers are very cheap and the material used is extremely low quality
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,SOOO small!,4.0,"Let me start out by saying I had to order 3 of these, each one a different size up in order to find one that wasn't made for a 9 year old.These run super small. My shirt size is a USA medium/large, I'm 5 foot 11 muscular build, and the large was terribly small.I might have fit into it when I was 14, maybe.If you're going to order this, think 2 to 3 sizes bigger. The one that I eventually ended up getting that didn't constrict my body into unconciousness ended up being  XL, and it still fits a bit slim.Otherwise, it's a nice little super ultra light jacket. Kinda feels like wearing a garbage bag with some thin cloth around it, which was great during summer."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Shiny Zippers ruin the jacket,1.0,"Everything is fine about the jacket but the zippers are obnoxiously shiny and bright compared to the muted base color.  Looking at it all a person would think is SHINY ZIPPERS.  Pretty dorky looking for a bomber, which is supposed to be low profile and minimalistic.  The zippers are shinier than the pictures represent."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,A really slick and good looking jacket with an athletic fit.,5.0,"I picked this jacket up due to the generally positive reviews, and because my wife and I both thought it looked sharp.  I am 6'2"", 190 lbs.  I have a fairly athletic build. 32"" waist and 44"" jacket, and I purchased the large.  It fits me like I had it made to measure.  Plenty of sleeve length, a good fit around the wrists and neck, and surprisingly, a taper to the waist that is not often found in inexpensive clothes.  It produces a leaner profile.  The zippers are of excellent quality with substantial all-steel pulls.  The left bicep pocket is actually useful at times, but I mostly keep candy in it. It would probably work well for an ipod.  This is a good light jacket for athletic use or in moderate weather.  I have had this jacket a little while and it does a pretty good job of stopping rain and wind from spoiling your fun, and is also stylish enough to wear casually."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,"Does not keep you warm but its light, stylish, high-quality and windbreaker-ish",4.0,"I bought this for my boyfriend.What i do like is the material its a wind breaker but its so smooth like, high quality material. The jacket is light but heavier than a windbreaker but i doubt you can feel the difference when you put it on. The zipper is so smooth too when you zip up and down. Doesn't make that nasty cheap zippers noise or stops you every inch. But I dont like how there's no patting or that criss cross patting to keep you warm like at least a little. I thought I bought a ""bomber jacket"" not a bomber jacket like that's a wind breaker. I will be keeping it though. Luckily I bought a bigger size on accident. I'll just have my boyfriend wear it over a hooded sweater."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,AMAZING JACKET,5.0,Looks exactly like the photo fits perfect excellent quality excellent zipper quality very happy with this purchase
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Good for the price,5.0,Jacket fit perfectly I’m 5’6 160 pounds and I got a small and it fits like I expected.
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Awesome for men and women!,5.0,I bought this because women’s jackets are overpriced and usually have sleeves that don’t reach my wrists. Freaking loooove this jacket. It’s simple and light. It’s very well made and would recommend to any gender!
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Cheap windbreaker,2.0,"First, it's just a windbreaker, not a jacket.  No insulation.  Fit and color are okay.  The zippers are cheap metal.  The main zipper is backwards for a man's jacket, better for a left-handed person.  The zippered pocket on the sleeve has the stitching coming loose after just three wearings, I'll have to mend it soon.  Next time I'll shop more carefully."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Wrong Gender Sent,3.0,"I ordered the Men's Jacket-Lightweight Casual Spring Jacket, but received a Women's Jacket-Lightweight Jacket. The jacket itself fit perfectly, with the exception of the zipping on the wrong side for me. In fact, I like the jacket so much that I will order another ""Men's Jacket-Lightweight Casual Spring Fall Flight Bomber Jacket"".  However, if I receive another women's jacket I will return the item."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,CHEAP QUALITY. DONT WASTE MONEY,1.0,The product has a very cheap quality. The zippers are very cheap and the material used is extremely low quality
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,SOOO small!,4.0,"Let me start out by saying I had to order 3 of these, each one a different size up in order to find one that wasn't made for a 9 year old.These run super small. My shirt size is a USA medium/large, I'm 5 foot 11 muscular build, and the large was terribly small.I might have fit into it when I was 14, maybe.If you're going to order this, think 2 to 3 sizes bigger. The one that I eventually ended up getting that didn't constrict my body into unconciousness ended up being  XL, and it still fits a bit slim.Otherwise, it's a nice little super ultra light jacket. Kinda feels like wearing a garbage bag with some thin cloth around it, which was great during summer."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Shiny Zippers ruin the jacket,1.0,"Everything is fine about the jacket but the zippers are obnoxiously shiny and bright compared to the muted base color.  Looking at it all a person would think is SHINY ZIPPERS.  Pretty dorky looking for a bomber, which is supposed to be low profile and minimalistic.  The zippers are shinier than the pictures represent."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,A really slick and good looking jacket with an athletic fit.,5.0,"I picked this jacket up due to the generally positive reviews, and because my wife and I both thought it looked sharp.  I am 6'2"", 190 lbs.  I have a fairly athletic build. 32"" waist and 44"" jacket, and I purchased the large.  It fits me like I had it made to measure.  Plenty of sleeve length, a good fit around the wrists and neck, and surprisingly, a taper to the waist that is not often found in inexpensive clothes.  It produces a leaner profile.  The zippers are of excellent quality with substantial all-steel pulls.  The left bicep pocket is actually useful at times, but I mostly keep candy in it. It would probably work well for an ipod.  This is a good light jacket for athletic use or in moderate weather.  I have had this jacket a little while and it does a pretty good job of stopping rain and wind from spoiling your fun, and is also stylish enough to wear casually."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,"Does not keep you warm but its light, stylish, high-quality and windbreaker-ish",4.0,"I bought this for my boyfriend.What i do like is the material its a wind breaker but its so smooth like, high quality material. The jacket is light but heavier than a windbreaker but i doubt you can feel the difference when you put it on. The zipper is so smooth too when you zip up and down. Doesn't make that nasty cheap zippers noise or stops you every inch. But I dont like how there's no patting or that criss cross patting to keep you warm like at least a little. I thought I bought a ""bomber jacket"" not a bomber jacket like that's a wind breaker. I will be keeping it though. Luckily I bought a bigger size on accident. I'll just have my boyfriend wear it over a hooded sweater."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,AMAZING JACKET,5.0,Looks exactly like the photo fits perfect excellent quality excellent zipper quality very happy with this purchase
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Good for the price,5.0,Jacket fit perfectly I’m 5’6 160 pounds and I got a small and it fits like I expected.
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Awesome for men and women!,5.0,I bought this because women’s jackets are overpriced and usually have sleeves that don’t reach my wrists. Freaking loooove this jacket. It’s simple and light. It’s very well made and would recommend to any gender!
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Cheap windbreaker,2.0,"First, it's just a windbreaker, not a jacket.  No insulation.  Fit and color are okay.  The zippers are cheap metal.  The main zipper is backwards for a man's jacket, better for a left-handed person.  The zippered pocket on the sleeve has the stitching coming loose after just three wearings, I'll have to mend it soon.  Next time I'll shop more carefully."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Wrong Gender Sent,3.0,"I ordered the Men's Jacket-Lightweight Casual Spring Jacket, but received a Women's Jacket-Lightweight Jacket. The jacket itself fit perfectly, with the exception of the zipping on the wrong side for me. In fact, I like the jacket so much that I will order another ""Men's Jacket-Lightweight Casual Spring Fall Flight Bomber Jacket"".  However, if I receive another women's jacket I will return the item."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,CHEAP QUALITY. DONT WASTE MONEY,1.0,The product has a very cheap quality. The zippers are very cheap and the material used is extremely low quality
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,SOOO small!,4.0,"Let me start out by saying I had to order 3 of these, each one a different size up in order to find one that wasn't made for a 9 year old.These run super small. My shirt size is a USA medium/large, I'm 5 foot 11 muscular build, and the large was terribly small.I might have fit into it when I was 14, maybe.If you're going to order this, think 2 to 3 sizes bigger. The one that I eventually ended up getting that didn't constrict my body into unconciousness ended up being  XL, and it still fits a bit slim.Otherwise, it's a nice little super ultra light jacket. Kinda feels like wearing a garbage bag with some thin cloth around it, which was great during summer."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Shiny Zippers ruin the jacket,1.0,"Everything is fine about the jacket but the zippers are obnoxiously shiny and bright compared to the muted base color.  Looking at it all a person would think is SHINY ZIPPERS.  Pretty dorky looking for a bomber, which is supposed to be low profile and minimalistic.  The zippers are shinier than the pictures represent."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,A really slick and good looking jacket with an athletic fit.,5.0,"I picked this jacket up due to the generally positive reviews, and because my wife and I both thought it looked sharp.  I am 6'2"", 190 lbs.  I have a fairly athletic build. 32"" waist and 44"" jacket, and I purchased the large.  It fits me like I had it made to measure.  Plenty of sleeve length, a good fit around the wrists and neck, and surprisingly, a taper to the waist that is not often found in inexpensive clothes.  It produces a leaner profile.  The zippers are of excellent quality with substantial all-steel pulls.  The left bicep pocket is actually useful at times, but I mostly keep candy in it. It would probably work well for an ipod.  This is a good light jacket for athletic use or in moderate weather.  I have had this jacket a little while and it does a pretty good job of stopping rain and wind from spoiling your fun, and is also stylish enough to wear casually."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,"Does not keep you warm but its light, stylish, high-quality and windbreaker-ish",4.0,"I bought this for my boyfriend.What i do like is the material its a wind breaker but its so smooth like, high quality material. The jacket is light but heavier than a windbreaker but i doubt you can feel the difference when you put it on. The zipper is so smooth too when you zip up and down. Doesn't make that nasty cheap zippers noise or stops you every inch. But I dont like how there's no patting or that criss cross patting to keep you warm like at least a little. I thought I bought a ""bomber jacket"" not a bomber jacket like that's a wind breaker. I will be keeping it though. Luckily I bought a bigger size on accident. I'll just have my boyfriend wear it over a hooded sweater."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,AMAZING JACKET,5.0,Looks exactly like the photo fits perfect excellent quality excellent zipper quality very happy with this purchase
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Good for the price,5.0,Jacket fit perfectly I’m 5’6 160 pounds and I got a small and it fits like I expected.
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Awesome for men and women!,5.0,I bought this because women’s jackets are overpriced and usually have sleeves that don’t reach my wrists. Freaking loooove this jacket. It’s simple and light. It’s very well made and would recommend to any gender!
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Cheap windbreaker,2.0,"First, it's just a windbreaker, not a jacket.  No insulation.  Fit and color are okay.  The zippers are cheap metal.  The main zipper is backwards for a man's jacket, better for a left-handed person.  The zippered pocket on the sleeve has the stitching coming loose after just three wearings, I'll have to mend it soon.  Next time I'll shop more carefully."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Wrong Gender Sent,3.0,"I ordered the Men's Jacket-Lightweight Casual Spring Jacket, but received a Women's Jacket-Lightweight Jacket. The jacket itself fit perfectly, with the exception of the zipping on the wrong side for me. In fact, I like the jacket so much that I will order another ""Men's Jacket-Lightweight Casual Spring Fall Flight Bomber Jacket"".  However, if I receive another women's jacket I will return the item."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,CHEAP QUALITY. DONT WASTE MONEY,1.0,The product has a very cheap quality. The zippers are very cheap and the material used is extremely low quality
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,SOOO small!,4.0,"Let me start out by saying I had to order 3 of these, each one a different size up in order to find one that wasn't made for a 9 year old.These run super small. My shirt size is a USA medium/large, I'm 5 foot 11 muscular build, and the large was terribly small.I might have fit into it when I was 14, maybe.If you're going to order this, think 2 to 3 sizes bigger. The one that I eventually ended up getting that didn't constrict my body into unconciousness ended up being  XL, and it still fits a bit slim.Otherwise, it's a nice little super ultra light jacket. Kinda feels like wearing a garbage bag with some thin cloth around it, which was great during summer."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,Shiny Zippers ruin the jacket,1.0,"Everything is fine about the jacket but the zippers are obnoxiously shiny and bright compared to the muted base color.  Looking at it all a person would think is SHINY ZIPPERS.  Pretty dorky looking for a bomber, which is supposed to be low profile and minimalistic.  The zippers are shinier than the pictures represent."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,A really slick and good looking jacket with an athletic fit.,5.0,"I picked this jacket up due to the generally positive reviews, and because my wife and I both thought it looked sharp.  I am 6'2"", 190 lbs.  I have a fairly athletic build. 32"" waist and 44"" jacket, and I purchased the large.  It fits me like I had it made to measure.  Plenty of sleeve length, a good fit around the wrists and neck, and surprisingly, a taper to the waist that is not often found in inexpensive clothes.  It produces a leaner profile.  The zippers are of excellent quality with substantial all-steel pulls.  The left bicep pocket is actually useful at times, but I mostly keep candy in it. It would probably work well for an ipod.  This is a good light jacket for athletic use or in moderate weather.  I have had this jacket a little while and it does a pretty good job of stopping rain and wind from spoiling your fun, and is also stylish enough to wear casually."
TACVASEN Men's Jacket-Lightweight Casual Spring Fall Thin Bomber Zip Pockets Coat Outwear,"Does not keep you warm but its light, stylish, high-quality and windbreaker-ish",4.0,"I bought this for my boyfriend.What i do like is the material its a wind breaker but its so smooth like, high quality material. The jacket is light but heavier than a windbreaker but i doubt you can feel the difference when you put it on. The zipper is so smooth too when you zip up and down. Doesn't make that nasty cheap zippers noise or stops you every inch. But I dont like how there's no patting or that criss cross patting to keep you warm like at least a little. I thought I bought a ""bomber jacket"" not a bomber jacket like that's a wind breaker. I will be keeping it though. Luckily I bought a bigger size on accident. I'll just have my boyfriend wear it over a hooded sweater."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Fits well,5.0,I got the medium. I’m 5’6” - 5’7” 190lb athletic build and it fits well. My chest is about 40-42”. My shoulders are about 20-21”. I ended up getting the Volcom overalls to match. Next year will be a great time to use this gear. Can’t wait.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Plastic jacket,1.0,Item is made of plastic and does not say anything about it in listing. Not getting the rough edges and stiffness with this material. Not sure about the warmth and breath ability of a goretex shell I was looking for
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Great jacket for snowboarding.,5.0,"Bought this for my son. He is a 6’3” snowboarder. He loves the length of this jacket to cover his behind when strapping into his snowboard. Loves all the pockets and that it is a thin,  but warm, windbreaker. We bought him a sz L."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Bibs zip/connect to jacket to prevent snow and wind intrusions.,5.0,Great jacket and bib set for skiing and other outdoor activities.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,great buy,5.0,great buy
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Comfortable and fit,5.0,I bought this for my grandson at first I was like it’s a lot of money but it’s worth every penny.. light weight and very warm
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,"Great fit, feel, and function, all while looking cool enough to steal.",5.0,"I'm an east coast snowboard instructor of four years and bought this in November 2019 as my personal jacket for the winter season.I bought a medium and it fits well as a 6' slim guy, and I never had a problem with rain or water coming through. Brest pockets are well supported and the hoodie pocket is lined. Storage is different compared to a normal style jacket and there are less pockets, but the pockets you do get are large and work great. You can fit 7 PBR's comfortably, maybe 9 if you push it but I wouldn't ride in it that way. The hood has a lot of adjustment features that are a nice touch. Fully expanded accommodates a helmet just fine, and cinching the rear tightens it down for regular use well.The only downsides of this jacket come from the pull over side zip design. Your jacket has to go on before the helmet and vice versa. It only really has one vent at the left armpit. The right side is a double zipper that extends from the hem up past the armpit. I would keep it open like a vent most of the time and use the other zipper for opening and closing the jacket. Overall it's a solid wind and water shell that doesn't break the bank.My multi color variant looked awesome performed well with no real complaints for about 2/3 of the season. I got many compliments on the look of the jacket, it was quite popular. So popular in fact that a couple dudes decided to steal it. Feels bad man."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Quality Jacket,4.0,"Very warm, cool features. Love the kangaroo pocket. The hood is actually sized so you can wear it over your helmet. There are clips built into the hood that attach to your helmet too, so when you turn your head, the hood turns with you. Couple things I’d like this jacket to have (that it doesn’t):Wrist gaiters. My last few jackets have had them and I took them for granted.I wish the side zipper had a more substantial pull. It’s fine when you don’t have gloves on, but impossible to grab with a gloved hand. I bought some extenders, designed for people with poor dexterity, that work like a champ.The side zipper isn’t vented at all. You can open the vent on your right, but on the left side the zipper just opens to the world."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Great coat, its nice and long like a ski coat should, fit a hoodie under no problem! Only complaint is im in canada, when we ski it can be down to -20 down to -30 and it just isint too warm, i need to have layers underneath to stay warm this coat is more or a windbreaker with some warmness... i love the look and its really comfy but yeah was hoping it would be warmer"
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Le produit était mal emballé, avec de mauvaises coutures et certaines parties du tissu étaient abîmées (notamment la capuche)Le service client a été encore pire..."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Fits well,5.0,I got the medium. I’m 5’6” - 5’7” 190lb athletic build and it fits well. My chest is about 40-42”. My shoulders are about 20-21”. I ended up getting the Volcom overalls to match. Next year will be a great time to use this gear. Can’t wait.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Plastic jacket,1.0,Item is made of plastic and does not say anything about it in listing. Not getting the rough edges and stiffness with this material. Not sure about the warmth and breath ability of a goretex shell I was looking for
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Great jacket for snowboarding.,5.0,"Bought this for my son. He is a 6’3” snowboarder. He loves the length of this jacket to cover his behind when strapping into his snowboard. Loves all the pockets and that it is a thin,  but warm, windbreaker. We bought him a sz L."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Bibs zip/connect to jacket to prevent snow and wind intrusions.,5.0,Great jacket and bib set for skiing and other outdoor activities.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,great buy,5.0,great buy
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Comfortable and fit,5.0,I bought this for my grandson at first I was like it’s a lot of money but it’s worth every penny.. light weight and very warm
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,"Great fit, feel, and function, all while looking cool enough to steal.",5.0,"I'm an east coast snowboard instructor of four years and bought this in November 2019 as my personal jacket for the winter season.I bought a medium and it fits well as a 6' slim guy, and I never had a problem with rain or water coming through. Brest pockets are well supported and the hoodie pocket is lined. Storage is different compared to a normal style jacket and there are less pockets, but the pockets you do get are large and work great. You can fit 7 PBR's comfortably, maybe 9 if you push it but I wouldn't ride in it that way. The hood has a lot of adjustment features that are a nice touch. Fully expanded accommodates a helmet just fine, and cinching the rear tightens it down for regular use well.The only downsides of this jacket come from the pull over side zip design. Your jacket has to go on before the helmet and vice versa. It only really has one vent at the left armpit. The right side is a double zipper that extends from the hem up past the armpit. I would keep it open like a vent most of the time and use the other zipper for opening and closing the jacket. Overall it's a solid wind and water shell that doesn't break the bank.My multi color variant looked awesome performed well with no real complaints for about 2/3 of the season. I got many compliments on the look of the jacket, it was quite popular. So popular in fact that a couple dudes decided to steal it. Feels bad man."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Quality Jacket,4.0,"Very warm, cool features. Love the kangaroo pocket. The hood is actually sized so you can wear it over your helmet. There are clips built into the hood that attach to your helmet too, so when you turn your head, the hood turns with you. Couple things I’d like this jacket to have (that it doesn’t):Wrist gaiters. My last few jackets have had them and I took them for granted.I wish the side zipper had a more substantial pull. It’s fine when you don’t have gloves on, but impossible to grab with a gloved hand. I bought some extenders, designed for people with poor dexterity, that work like a champ.The side zipper isn’t vented at all. You can open the vent on your right, but on the left side the zipper just opens to the world."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Great coat, its nice and long like a ski coat should, fit a hoodie under no problem! Only complaint is im in canada, when we ski it can be down to -20 down to -30 and it just isint too warm, i need to have layers underneath to stay warm this coat is more or a windbreaker with some warmness... i love the look and its really comfy but yeah was hoping it would be warmer"
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Le produit était mal emballé, avec de mauvaises coutures et certaines parties du tissu étaient abîmées (notamment la capuche)Le service client a été encore pire..."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Fits well,5.0,I got the medium. I’m 5’6” - 5’7” 190lb athletic build and it fits well. My chest is about 40-42”. My shoulders are about 20-21”. I ended up getting the Volcom overalls to match. Next year will be a great time to use this gear. Can’t wait.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Plastic jacket,1.0,Item is made of plastic and does not say anything about it in listing. Not getting the rough edges and stiffness with this material. Not sure about the warmth and breath ability of a goretex shell I was looking for
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Great jacket for snowboarding.,5.0,"Bought this for my son. He is a 6’3” snowboarder. He loves the length of this jacket to cover his behind when strapping into his snowboard. Loves all the pockets and that it is a thin,  but warm, windbreaker. We bought him a sz L."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Bibs zip/connect to jacket to prevent snow and wind intrusions.,5.0,Great jacket and bib set for skiing and other outdoor activities.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,great buy,5.0,great buy
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Comfortable and fit,5.0,I bought this for my grandson at first I was like it’s a lot of money but it’s worth every penny.. light weight and very warm
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,"Great fit, feel, and function, all while looking cool enough to steal.",5.0,"I'm an east coast snowboard instructor of four years and bought this in November 2019 as my personal jacket for the winter season.I bought a medium and it fits well as a 6' slim guy, and I never had a problem with rain or water coming through. Brest pockets are well supported and the hoodie pocket is lined. Storage is different compared to a normal style jacket and there are less pockets, but the pockets you do get are large and work great. You can fit 7 PBR's comfortably, maybe 9 if you push it but I wouldn't ride in it that way. The hood has a lot of adjustment features that are a nice touch. Fully expanded accommodates a helmet just fine, and cinching the rear tightens it down for regular use well.The only downsides of this jacket come from the pull over side zip design. Your jacket has to go on before the helmet and vice versa. It only really has one vent at the left armpit. The right side is a double zipper that extends from the hem up past the armpit. I would keep it open like a vent most of the time and use the other zipper for opening and closing the jacket. Overall it's a solid wind and water shell that doesn't break the bank.My multi color variant looked awesome performed well with no real complaints for about 2/3 of the season. I got many compliments on the look of the jacket, it was quite popular. So popular in fact that a couple dudes decided to steal it. Feels bad man."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Quality Jacket,4.0,"Very warm, cool features. Love the kangaroo pocket. The hood is actually sized so you can wear it over your helmet. There are clips built into the hood that attach to your helmet too, so when you turn your head, the hood turns with you. Couple things I’d like this jacket to have (that it doesn’t):Wrist gaiters. My last few jackets have had them and I took them for granted.I wish the side zipper had a more substantial pull. It’s fine when you don’t have gloves on, but impossible to grab with a gloved hand. I bought some extenders, designed for people with poor dexterity, that work like a champ.The side zipper isn’t vented at all. You can open the vent on your right, but on the left side the zipper just opens to the world."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Great coat, its nice and long like a ski coat should, fit a hoodie under no problem! Only complaint is im in canada, when we ski it can be down to -20 down to -30 and it just isint too warm, i need to have layers underneath to stay warm this coat is more or a windbreaker with some warmness... i love the look and its really comfy but yeah was hoping it would be warmer"
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,,0.0,"Le produit était mal emballé, avec de mauvaises coutures et certaines parties du tissu étaient abîmées (notamment la capuche)Le service client a été encore pire..."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Fits well,5.0,I got the medium. I’m 5’6” - 5’7” 190lb athletic build and it fits well. My chest is about 40-42”. My shoulders are about 20-21”. I ended up getting the Volcom overalls to match. Next year will be a great time to use this gear. Can’t wait.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Plastic jacket,1.0,Item is made of plastic and does not say anything about it in listing. Not getting the rough edges and stiffness with this material. Not sure about the warmth and breath ability of a goretex shell I was looking for
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Great jacket for snowboarding.,5.0,"Bought this for my son. He is a 6’3” snowboarder. He loves the length of this jacket to cover his behind when strapping into his snowboard. Loves all the pockets and that it is a thin,  but warm, windbreaker. We bought him a sz L."
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,Bibs zip/connect to jacket to prevent snow and wind intrusions.,5.0,Great jacket and bib set for skiing and other outdoor activities.
Volcom Men's Brighton Pullover Anarok Hooded Snowboard Jacket,great buy,5.0,great buy
